,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2868,clearwater,90,us,2018-04-02 22:35:00,83,27.97,-82.8,73.4,4.7
2869,aloleng,48,ph,2018-04-02 23:12:07,88,16.13,119.78,82.57,5.64
2870,gizycko,32,pl,2018-04-02 23:12:07,94,54.04,21.76,25.24,4.97
2871,karur,24,in,2018-04-02 23:12:08,88,10.96,78.08,76.54,4.29
2872,dzheguta,76,ru,2018-04-02 23:12:08,70,43.97,42.04,35.05,3.51
2873,pankrushikha,76,ru,2018-04-02 23:12:08,86,53.83,80.35,25.87,12.57
2874,bacolod,36,ph,2018-04-02 23:12:17,96,10.68,122.95,80.23,5.75
2875,salamanca,0,cl,2018-04-02 23:12:09,77,-31.78,-70.97,46.66,2.28
2876,wajir,80,ke,2018-04-02 23:12:09,99,1.75,40.07,70.87,3.96
2877,duluth,90,us,2018-04-02 22:55:00,92,46.77,-92.13,28.4,4.7
2878,mazsalaca,0,lv,2018-04-02 23:12:18,90,57.87,25.05,28.84,16.49
2879,manzanillo,0,mx,2018-04-02 23:09:56,80,19.05,-104.32,69.16,3.4
2880,luzino,0,ru,2018-04-02 22:30:00,79,54.95,73.03,21.2,11.18
2881,sovetskiy,36,ru,2018-04-02 23:12:18,94,56.76,48.47,31.54,15.59
2882,jatiroto,8,id,2018-04-02 23:12:19,77,-6.89,111.01,88.06,3.62
2883,breyten,44,za,2018-04-02 23:12:11,94,-26.3,29.99,52.78,2.73
2884,deulgaon raja,0,in,2018-04-02 23:12:11,28,20.02,76.04,83.92,3.85
2885,morwa,0,in,2018-04-02 23:12:11,31,22.9,73.84,82.21,5.75
2886,meadow lake,48,ca,2018-04-02 23:12:20,70,54.13,-108.44,10.21,2.62
2887,rio claro,20,tt,2018-04-02 22:00:00,83,10.31,-61.18,77.0,3.36
2888,rochegda,92,ru,2018-04-02 23:12:21,99,62.67,43.41,36.58,12.46
2889,ybycui,0,py,2018-04-02 23:12:13,89,-26.02,-57.05,67.36,3.06
2890,san jose de buan,44,ph,2018-04-02 23:12:13,91,12.05,125.03,83.02,8.43
2891,moissala,24,td,2018-04-02 23:12:13,66,8.34,17.77,76.99,8.77
2892,manono,44,cd,2018-04-02 23:12:13,97,-7.3,27.4,69.25,3.62
2893,kainantu,68,pg,2018-04-02 23:12:14,80,-6.29,145.87,73.84,1.61
2894,ariquemes,36,br,2018-04-02 23:08:24,95,-9.91,-63.03,73.84,1.95
2895,tarauaca,24,br,2018-04-02 23:12:14,96,-8.16,-70.77,73.3,2.39
2896,kenitra,40,ma,2018-04-02 22:30:00,87,34.26,-6.57,55.4,2.24
2897,macamic,90,ca,2018-04-02 22:33:00,85,48.75,-79.0,15.8,13.87
2898,esil,0,kz,2018-04-02 23:12:15,74,51.96,66.41,18.67,2.62
2899,khasan,92,ru,2018-04-02 23:12:15,63,42.43,130.64,44.05,9.22
2900,ciudad guayana,32,ve,2018-04-02 23:12:24,72,8.32,-62.69,81.31,8.77
2901,amurrio,40,es,2018-04-02 23:00:00,63,43.05,-3.0,60.8,8.05
2902,fairfield,1,us,2018-04-02 22:35:00,66,38.25,-122.04,71.6,6.53
2903,torrox,75,es,2018-04-02 23:00:00,100,36.76,-3.95,51.8,2.24
2904,palmares do sul,75,br,2018-04-02 22:00:00,94,-30.26,-50.51,69.8,5.82
2905,marquette,90,us,2018-04-02 22:38:00,79,46.54,-87.4,24.8,6.93
2906,gopalpur,0,in,2018-04-02 23:12:17,61,25.6,86.94,81.67,4.29
2907,owosso,75,us,2018-04-02 22:39:00,44,43.0,-84.18,39.2,8.88
2908,beaupre,20,ca,2018-04-02 22:00:00,68,47.04,-70.9,26.6,2.24
2909,puerto el triunfo,40,sv,2018-04-02 21:50:00,74,13.27,-88.55,80.6,4.7
2910,pauri,36,in,2018-04-02 23:12:26,68,30.15,78.78,67.72,2.73
2911,nehalim,20,il,2018-04-02 22:50:00,77,32.06,34.91,60.8,4.7
2912,shchors,20,ua,2018-04-02 23:12:27,88,51.82,31.95,32.44,12.57
2913,yueyang,8,cn,2018-04-02 23:12:27,80,29.36,113.12,76.54,9.66
2914,presidente venceslau,75,br,2018-04-02 22:00:00,94,-21.88,-51.85,71.6,3.4
2915,aden,12,ye,2018-04-02 23:12:19,100,12.79,45.03,79.69,11.01
2916,sedkyrkeshch,0,ru,2018-04-02 22:30:00,74,61.72,50.96,35.6,15.66
2917,garrel,90,de,2018-04-02 22:50:00,81,52.96,8.02,48.2,8.05
2918,douglas,1,us,2018-04-02 22:35:00,82,31.51,-82.85,68.0,6.76
2919,beaverlodge,20,ca,2018-04-02 23:00:00,56,55.21,-119.43,12.2,5.82
2920,tambacounda,0,sn,2018-04-02 22:00:00,29,13.77,-13.67,87.8,9.17
2921,kaniama,80,cd,2018-04-02 23:12:21,99,-7.57,24.18,65.56,2.73
2922,can,0,tr,2018-04-02 22:50:00,86,40.03,27.05,41.0,6.93
2923,carthage,1,us,2018-04-02 22:55:00,77,32.16,-94.34,73.4,8.05
2924,dawson creek,1,ca,2018-04-02 23:00:00,71,55.76,-120.23,19.4,3.36
2925,buriti alegre,56,br,2018-04-02 23:12:31,98,-18.14,-49.04,68.98,2.28
2926,khatra,0,in,2018-04-02 23:12:23,69,22.98,86.85,79.24,4.52
2927,macau,56,br,2018-04-02 23:12:23,97,-5.11,-36.64,72.67,5.19
2928,ubauro,0,pk,2018-04-02 23:12:32,61,28.16,69.73,77.17,16.04
2929,urubamba,40,pe,2018-04-02 22:00:00,66,-13.31,-72.12,51.8,3.36
2930,chiang klang,0,th,2018-04-02 22:00:00,65,19.29,100.86,77.0,8.05
2931,inverell,0,au,2018-04-02 23:12:24,63,-29.78,151.11,74.74,5.19
2932,calbuco,90,cl,2018-04-02 22:00:00,100,-41.77,-73.13,55.4,2.24
2933,juruti,8,br,2018-04-02 23:12:24,100,-2.16,-56.09,73.12,2.06
2934,mangan,0,in,2018-04-02 23:12:25,71,27.5,88.54,36.76,1.05
2935,ngorongoro,76,tz,2018-04-02 23:12:34,98,-3.24,35.49,56.56,2.51
2936,krasnoyarskiy,0,ru,2018-04-02 23:12:25,74,51.97,59.9,16.96,3.62
2937,vorchdorf,75,at,2018-04-02 22:50:00,80,48.0,13.92,39.2,2.24
2938,dillon,1,us,2018-04-02 22:53:00,73,45.22,-112.64,19.4,8.05
2939,san mateo del mar,0,mx,2018-04-02 23:12:26,95,16.21,-94.98,80.86,8.66
2940,shelburne,90,ca,2018-04-02 22:43:00,43,44.08,-80.2,35.6,4.7
2941,kouango,20,cf,2018-04-02 23:12:35,96,4.99,19.98,71.68,9.78
2942,kadoma,0,zw,2018-04-02 23:12:27,79,-18.34,29.91,62.23,7.2
2943,shushenskoye,76,ru,2018-04-02 22:30:00,67,53.33,91.95,23.0,4.47
2944,sucre,92,co,2018-04-02 23:12:28,100,5.92,-73.79,61.69,2.06
2945,jiayuguan,0,cn,2018-04-02 23:12:28,79,39.77,98.29,38.29,4.29
2946,heze,8,cn,2018-04-02 23:12:37,78,35.25,115.45,78.25,6.53
2947,merrill,1,us,2018-04-02 22:53:00,44,42.03,-121.6,39.2,4.7
2948,ardakan,20,ir,2018-04-02 22:30:00,28,32.31,54.02,59.0,6.93
2949,moranbah,100,au,2018-04-02 23:12:39,82,-22.0,148.04,73.93,18.05
2950,zacatlan,0,mx,2018-04-02 23:12:30,83,19.93,-97.97,54.22,0.72
2951,beboto,12,td,2018-04-02 23:12:31,64,8.27,16.94,76.45,10.0
2952,puerto leguizamo,68,co,2018-04-02 23:12:40,95,-0.19,-74.78,75.19,2.62
2953,svolvaer,0,no,2018-04-02 22:50:00,79,68.23,14.57,23.0,5.82
2954,banamba,80,ml,2018-04-02 23:12:40,65,13.55,-7.45,77.71,2.73
2955,segezha,92,ru,2018-04-02 23:12:41,96,63.74,34.31,37.48,9.44
2956,ternate,20,id,2018-04-02 23:08:59,100,0.8,127.4,83.47,10.78
2957,qianan,32,cn,2018-04-02 23:12:32,43,44.99,124.06,42.07,14.47
2958,vermillion,90,us,2018-04-02 22:56:00,74,42.78,-96.93,33.8,3.36
2959,aitape,32,pg,2018-04-02 23:12:42,92,-3.15,142.36,83.56,4.29
2960,muromtsevo,44,ru,2018-04-02 23:12:34,89,56.37,75.24,21.01,11.45
2961,cuyo,0,ph,2018-04-02 23:12:34,100,10.85,121.01,81.49,6.98
2962,puksoozero,92,ru,2018-04-02 23:12:34,100,62.59,40.61,37.39,20.96
2963,itoigawa,0,jp,2018-04-02 23:12:34,71,37.02,137.87,61.51,12.91
2964,tuensang,24,in,2018-04-02 23:12:43,47,26.24,94.81,76.9,2.28
2965,sotnikovskoye,92,ru,2018-04-02 23:12:35,95,45.0,43.79,44.77,15.03
2966,chapleau,56,ca,2018-04-02 23:12:35,72,47.85,-83.4,18.49,3.62
2967,mbinga,48,tz,2018-04-02 23:12:35,100,-10.95,35.0,63.85,2.95
2968,kondoa,44,tz,2018-04-02 23:12:35,94,-4.91,35.78,62.5,5.97
2969,ylivieska,92,fi,2018-04-02 23:12:44,87,64.07,24.53,26.77,7.87
2970,madimba,76,tz,2018-04-02 23:12:39,100,-10.4,40.33,75.91,4.18
2971,high rock,80,bs,2018-04-02 23:12:48,100,26.63,-78.28,73.03,14.92
2972,san borja,44,bo,2018-04-02 23:12:48,96,-14.86,-66.75,71.59,2.28
2973,twentynine palms,1,us,2018-04-02 21:56:00,29,34.14,-116.05,78.8,20.8
2974,almeirim,12,br,2018-04-02 23:12:41,96,-1.53,-52.58,76.0,3.96
2975,jatibonico,8,cu,2018-04-02 23:12:41,78,21.94,-79.17,73.57,10.78
2976,jonuta,0,mx,2018-04-02 23:12:50,48,18.08,-92.13,81.22,6.64
2977,karaidel,32,ru,2018-04-02 23:12:42,86,55.83,56.91,30.91,7.2
2978,luorong,68,cn,2018-04-02 23:12:42,73,24.41,109.6,78.16,7.43
2979,bracebridge,75,ca,2018-04-02 22:00:00,63,45.04,-79.31,30.2,3.36
2980,churachandpur,44,in,2018-04-02 23:12:42,74,24.33,93.67,74.65,2.39
2981,sijunjung,80,id,2018-04-02 23:12:43,94,-0.69,100.95,74.38,3.06
2982,bangassou,20,cf,2018-04-02 23:12:51,98,4.74,22.82,71.41,2.62
2983,thayetmyo,0,mm,2018-04-02 23:12:43,92,19.32,95.18,81.31,4.41
2984,volchansk,92,ru,2018-04-02 23:12:52,72,59.94,60.08,23.53,4.85
2985,talcahuano,90,cl,2018-04-02 22:00:00,93,-36.72,-73.12,53.6,5.82
2986,vytegra,80,ru,2018-04-02 23:12:53,90,61.01,36.45,36.22,18.16
2987,owando,12,cg,2018-04-02 23:12:53,97,-0.49,15.91,71.68,2.84
2988,ciudad real,92,es,2018-04-02 23:12:18,97,38.99,-3.93,50.53,8.99
2989,ujhani,0,in,2018-04-02 23:12:45,69,28.0,79.01,79.42,8.77
2990,kaduy,80,ru,2018-04-02 23:12:45,97,59.2,37.15,34.87,17.49
2991,kyren,0,ru,2018-04-02 23:12:45,54,51.68,102.13,15.34,2.73
2992,miguelopolis,44,br,2018-04-02 23:12:45,96,-20.18,-48.03,66.37,0.38
2993,moerai,88,pf,2018-04-02 23:12:54,100,-22.43,-151.33,78.79,11.23
2994,kautokeino,92,no,2018-04-02 23:12:55,89,69.01,23.04,20.47,7.2
2995,stolin,0,by,2018-04-02 23:12:46,92,51.89,26.85,32.98,8.66
2996,uribia,20,co,2018-04-02 23:12:47,75,11.71,-72.27,77.26,12.24
2997,madison,90,us,2018-04-02 22:56:00,51,43.07,-89.38,39.2,12.75
2998,katherine,44,au,2018-04-02 23:00:00,32,-14.47,132.26,96.8,2.24
2999,srisailam,0,in,2018-04-02 23:12:48,64,16.07,78.87,81.49,4.74
3000,mazamitla,0,mx,2018-04-02 23:12:48,48,19.92,-103.02,64.57,2.73
3001,elk point,75,ca,2018-04-02 23:00:00,62,53.9,-110.9,23.0,3.36
3002,zyryanovsk,88,kz,2018-04-02 23:12:57,75,49.74,84.27,24.07,2.73
3003,kaa-khem,48,ru,2018-04-02 23:12:57,70,51.7,94.56,22.09,3.85
3004,aldan,56,ru,2018-04-02 23:12:49,48,58.61,125.39,8.77,9.44
3005,sukumo,20,jp,2018-04-02 23:12:58,75,32.94,132.72,69.34,3.62
3006,saraland,40,us,2018-04-02 22:30:00,88,30.82,-88.07,71.6,8.05
3007,takayama,40,jp,2018-04-02 22:00:00,36,36.14,137.25,77.0,14.99
3008,libertad,24,ph,2018-04-02 23:12:50,99,11.03,124.02,82.03,4.52
3009,tygda,64,ru,2018-04-02 23:12:50,26,53.11,126.33,26.32,14.81
3010,rantauprapat,44,id,2018-04-02 23:12:51,86,2.1,99.83,80.14,2.73
3011,meyzieu,0,fr,2018-04-02 23:00:00,32,45.78,5.0,55.4,20.8
3012,zaraza,0,ve,2018-04-02 23:13:00,80,9.35,-65.33,76.9,12.24
3013,grootfontein,20,na,2018-04-02 23:12:52,62,-19.56,18.1,53.59,7.87
3014,salvacion,40,ph,2018-04-02 23:00:00,55,14.63,120.99,89.6,6.93
3015,sukhothai,20,th,2018-04-02 22:00:00,73,17.01,99.82,82.4,4.7
3016,sernur,56,ru,2018-04-02 23:13:01,92,56.93,49.15,30.64,15.93
3017,camaqua,92,br,2018-04-02 23:12:53,96,-30.85,-51.81,68.26,5.41
3018,bukoba,92,tz,2018-04-02 23:13:02,100,-1.33,31.81,64.03,4.18
3019,ust-tarka,20,ru,2018-04-02 23:12:54,89,55.56,75.71,20.02,13.69
3020,waterloo,75,sl,2018-04-02 22:00:00,88,8.34,-13.07,77.0,9.17
3021,altamira,0,br,2018-04-02 23:11:00,97,-3.2,-52.21,74.2,2.39
3022,porosozero,92,ru,2018-04-02 23:13:03,97,62.72,32.71,36.31,7.09
3023,fereydunshahr,0,ir,2018-04-02 23:13:04,60,32.94,50.12,23.17,3.18
3024,aksaray,40,tr,2018-04-02 22:50:00,89,38.37,34.03,32.0,2.24
3025,ous,56,ru,2018-04-02 23:12:56,76,60.91,61.52,18.58,6.64
3026,sinegorskiy,92,ru,2018-04-02 23:12:56,97,48.01,40.84,47.56,10.22
3027,manali,80,in,2018-04-02 23:12:57,89,32.25,77.19,14.71,0.94
3028,bumba,36,cd,2018-04-02 23:13:05,100,2.18,22.47,71.86,4.18
3029,mariestad,8,se,2018-04-02 22:50:00,67,58.71,13.82,19.4,1.12
3030,qandala,88,so,2018-04-02 23:12:57,84,11.47,49.87,72.49,3.96
3031,coos bay,1,us,2018-04-02 22:56:00,65,43.37,-124.22,46.4,12.75
3032,babstovo,32,ru,2018-04-02 23:12:58,39,48.12,132.48,36.94,15.26
3033,yuanping,68,cn,2018-04-02 23:12:58,59,38.72,112.71,47.29,2.17
3034,watertown,90,us,2018-04-02 22:53:00,100,44.9,-97.12,30.2,13.87
3035,zigong,0,cn,2018-04-02 23:13:07,59,29.34,104.78,78.88,4.18
3036,tefe,64,br,2018-04-02 23:13:07,98,-3.35,-64.71,73.66,3.96
3037,ostashkov,88,ru,2018-04-02 23:12:59,94,57.14,33.12,30.19,17.6
3038,sun city west,1,us,2018-04-02 21:58:00,9,33.66,-112.34,86.0,9.17
3039,kakonko,92,tz,2018-04-02 23:13:00,99,-3.28,30.97,61.06,5.41
3040,mackenzie,75,ca,2018-04-02 23:00:00,45,55.34,-123.09,23.0,9.17
3041,zatoka,0,ua,2018-04-02 22:30:00,92,49.85,23.68,28.4,4.47
3042,pasni,48,pk,2018-04-02 23:13:00,100,25.26,63.48,76.81,4.74
3043,aracaju,20,br,2018-04-02 23:00:00,78,-10.92,-37.08,80.6,6.93
3044,basse-pointe,40,mq,2018-04-02 22:30:00,83,14.87,-61.12,77.0,5.82
3045,temir,0,kz,2018-04-02 23:13:02,78,49.14,57.13,26.14,14.25
3046,atagay,32,ru,2018-04-02 23:13:02,48,55.1,99.39,29.47,3.74
3047,almeria,0,es,2018-04-02 23:00:00,82,36.84,-2.46,55.4,6.93
3048,witbank,20,za,2018-04-02 23:09:01,94,-25.87,29.23,50.62,2.84
3049,changli,0,cn,2018-04-02 23:13:03,64,30.54,105.42,77.62,4.41
3050,exeter,1,us,2018-04-02 21:56:00,46,36.3,-119.14,75.2,9.17
3051,saint-paul-les-dax,32,fr,2018-04-02 23:00:00,87,43.73,-1.05,62.6,2.24
3052,malumfashi,0,ng,2018-04-02 23:13:12,62,11.79,7.62,66.73,2.73
3053,porto de moz,12,br,2018-04-02 23:13:04,95,-1.75,-52.24,75.55,6.08
3054,sabzevar,0,ir,2018-04-02 23:13:04,78,36.21,57.68,45.22,4.41
3055,smoky lake,0,ca,2018-04-02 23:13:13,60,54.11,-112.47,3.37,5.19
3056,aneho,12,tg,2018-04-02 23:13:05,100,6.23,1.6,82.03,14.03
3057,pangkalanbuun,0,id,2018-04-02 23:13:05,93,-2.68,111.62,85.36,4.18
3058,wajid,92,so,2018-04-02 23:13:05,99,3.81,43.25,69.61,2.62
3059,hvide sande,92,dk,2018-04-02 22:50:00,100,56.01,8.13,33.8,16.11
3060,nimaparha,0,in,2018-04-02 22:30:00,78,20.07,86.02,78.8,4.7
3061,assiniboia,12,ca,2018-04-02 23:13:06,76,49.63,-105.99,5.8,4.97
3062,yining,36,cn,2018-04-02 23:13:06,84,29.04,114.56,71.95,3.29
3063,sherlovaya gora,12,ru,2018-04-02 23:13:15,34,50.53,116.31,24.61,17.6
3064,damavand,0,ir,2018-04-02 22:30:00,24,35.72,52.07,59.0,2.06
3065,izhma,80,ru,2018-04-02 23:13:07,76,65.01,53.91,26.68,11.23
3066,reforma,5,mx,2018-04-02 22:00:00,11,24.02,-104.65,73.4,17.22
3067,porto velho,8,br,2018-04-02 23:13:16,90,-8.75,-63.87,76.72,1.72
3068,lugazi,20,ug,2018-04-02 22:30:00,94,0.37,32.94,68.0,6.93
3069,camacupa,92,ao,2018-04-02 23:13:08,98,-12.02,17.48,62.68,0.6
3070,kitui,76,ke,2018-04-02 23:13:17,99,-1.37,38.02,61.6,2.95
3071,king city,1,us,2018-04-02 21:53:00,62,36.21,-121.13,59.0,10.29
3072,ribas do rio pardo,56,br,2018-04-02 23:13:18,97,-20.45,-53.76,69.34,2.62
3073,mali,32,gn,2018-04-02 23:13:18,84,12.08,-12.3,70.51,2.39
3074,hamilton,0,au,2018-04-02 23:13:10,77,-37.74,142.02,65.56,5.64
3075,maningrida,0,au,2018-04-02 23:10:43,65,-12.05,134.23,91.3,4.63
3076,kremenki,32,ru,2018-04-02 22:00:00,88,54.51,48.87,32.0,13.42
3077,keta,12,gh,2018-04-02 23:13:10,100,5.92,0.99,80.68,12.57
3078,phek,20,in,2018-04-02 23:13:10,58,25.7,94.46,74.11,2.17
3079,jinsha,48,cn,2018-04-02 22:00:00,73,24.49,118.41,75.2,2.24
3080,carmarthen,92,gb,2018-04-02 21:50:00,93,51.86,-4.31,48.2,14.99
3081,carbonear,75,ca,2018-04-02 23:00:00,86,47.73,-53.24,28.4,13.87
3082,shar,76,kz,2018-04-02 23:13:12,87,49.59,81.05,26.14,8.1
3083,manadhoo,76,mv,2018-04-02 23:13:12,100,5.77,73.38,84.46,6.08
3084,damietta,40,eg,2018-04-02 22:00:00,88,31.42,31.81,62.6,10.29
3085,lira,68,ug,2018-04-02 23:13:13,98,2.25,32.9,64.39,2.73
3086,bronnoysund,0,no,2018-04-02 22:50:00,100,65.46,12.2,32.0,8.05
3087,ibirite,0,br,2018-04-02 22:00:00,88,-20.02,-44.06,71.6,2.24
3088,carinhanha,8,br,2018-04-02 23:13:14,58,-14.3,-43.77,73.93,8.43
3089,knysna,0,za,2018-04-02 22:00:00,100,-34.04,23.05,62.6,2.24
3090,hong gai,92,vn,2018-04-02 23:13:15,84,20.96,107.09,75.1,5.86
3091,balakhta,36,ru,2018-04-02 23:13:15,87,55.38,91.62,25.69,7.2
3092,malpe,40,in,2018-04-02 23:00:00,74,13.35,74.72,80.6,5.82
3093,hongjiang,48,cn,2018-04-02 23:13:24,92,27.21,109.83,73.21,3.62
3094,macroom,90,ie,2018-04-02 22:30:00,100,51.91,-8.96,46.4,11.41
3095,kraluv dvur,0,cz,2018-04-02 23:00:00,75,49.95,14.03,41.0,3.36
3096,green river,90,us,2018-04-02 22:54:00,53,41.53,-109.47,24.8,23.04
3097,sheregesh,76,ru,2018-04-02 23:13:25,62,52.93,87.98,25.6,3.74
3098,whitehaven,92,gb,2018-04-02 23:13:17,97,54.55,-3.58,44.86,16.04
3099,mwene-ditu,92,cd,2018-04-02 23:13:17,99,-7.01,23.45,66.01,4.74
3100,veseloyarsk,76,ru,2018-04-02 23:13:18,96,51.29,81.11,22.0,7.43
3101,eten,75,pe,2018-04-02 22:00:00,83,-6.91,-79.86,69.8,17.22
3102,armizonskoye,8,ru,2018-04-02 23:13:18,66,55.95,67.67,15.25,3.62
3103,shu,0,kz,2018-04-02 23:11:35,63,43.6,73.76,36.04,10.0
3104,soligalich,92,ru,2018-04-02 23:13:18,96,59.08,42.29,36.94,20.07
3105,loutros,20,gr,2018-04-02 22:50:00,65,40.59,22.4,44.6,4.7
3106,sassenberg,75,de,2018-04-02 22:50:00,81,51.99,8.04,51.8,10.29
3107,mamaku,48,nz,2018-04-02 23:13:19,64,-38.1,176.07,67.9,5.97
3108,hell,20,no,2018-04-02 22:50:00,92,63.45,10.9,24.8,6.93
3109,debre tabor,0,et,2018-04-02 23:13:20,82,11.86,38.01,49.81,3.62
3110,kotido,24,ug,2018-04-02 23:13:28,91,3.01,34.12,61.15,5.08
3111,darhan,0,mn,2018-04-02 23:13:29,38,49.49,105.92,29.02,6.2
3112,longkou,56,cn,2018-04-02 23:13:21,78,37.64,120.47,45.76,22.86
3113,cruzeiro do sul,75,br,2018-04-02 22:00:00,100,-7.63,-72.67,75.2,2.24
3114,copperas cove,1,us,2018-04-02 22:58:00,93,31.12,-97.9,62.6,8.05
3115,nusaybin,0,tr,2018-04-02 22:50:00,44,37.08,41.21,57.2,8.05
3116,kingussie,75,gb,2018-04-02 22:50:00,100,57.08,-4.05,33.8,8.05
3117,fatehpur,0,in,2018-04-02 22:30:00,51,27.17,81.21,82.4,10.45
3118,kollam,0,in,2018-04-02 23:00:00,74,8.88,76.6,86.0,8.05
3119,santa cruz del sur,68,cu,2018-04-02 23:13:23,87,20.71,-78.0,72.76,5.75
3120,rockport,90,us,2018-04-02 22:56:00,88,28.02,-97.05,75.2,14.99
3121,letpadan,24,mm,2018-04-02 23:13:23,65,17.78,95.75,84.64,3.18
3122,bucarasica,75,co,2018-04-02 22:00:00,94,8.04,-72.87,77.0,2.24
3123,feijo,12,br,2018-04-02 23:13:32,94,-8.16,-70.35,74.83,2.73
3124,yakeshi,8,cn,2018-04-02 23:13:33,40,49.28,120.73,26.95,18.16
3125,callaway,90,us,2018-04-02 22:53:00,86,46.98,-95.91,26.6,9.17
3126,vesele,0,ua,2018-04-02 23:13:25,93,47.02,34.92,36.04,9.55
3127,kraskino,92,ru,2018-04-02 23:13:25,63,42.71,130.78,44.05,9.22
3128,maraa,8,br,2018-04-02 23:13:34,92,-1.83,-65.37,77.53,5.19
3129,petropavlovka,0,ru,2018-04-02 23:12:41,39,50.61,105.32,27.22,7.65
3130,viseu,64,br,2018-04-02 23:13:26,95,-1.2,-46.14,78.43,4.41
3131,brazzaville,20,cg,2018-04-02 22:18:00,94,-4.27,15.28,73.4,4.7
3132,bridlington,48,gb,2018-04-02 22:50:00,87,54.08,-0.19,48.2,11.41
3133,middleton,75,ca,2018-04-02 23:00:00,68,44.94,-65.07,28.4,6.2
3134,baracoa,68,cu,2018-04-02 23:13:27,100,20.35,-74.5,71.41,5.08
3135,sault sainte marie,90,ca,2018-04-02 22:00:00,63,46.49,-84.36,30.2,4.52
3136,fuzhou,20,cn,2018-04-02 22:00:00,83,26.08,119.3,71.6,6.71
3137,lewisville,90,us,2018-04-02 22:55:00,87,33.05,-96.99,62.6,20.07
3138,abashiri,75,jp,2018-04-02 22:00:00,65,44.01,144.25,46.4,4.7
3139,punto fijo,68,ve,2018-04-02 23:13:29,79,11.69,-70.21,78.16,16.49
3140,angren,88,uz,2018-04-02 23:13:37,79,41.01,70.08,46.66,1.39
3141,cravo norte,88,co,2018-04-02 23:13:38,47,6.3,-70.2,85.63,6.64
3142,vokhtoga,92,ru,2018-04-02 23:13:30,98,58.81,41.03,36.49,20.29
3143,rio tercero,0,ar,2018-04-02 23:13:30,91,-32.17,-64.11,51.79,4.63
3144,copacabana,0,bo,2018-04-02 23:13:30,100,-16.17,-69.08,45.31,9.66
3145,dalbandin,0,pk,2018-04-02 23:13:39,46,28.9,64.41,62.86,3.62
3146,abai,68,py,2018-04-02 23:13:31,93,-26.03,-55.93,67.45,2.17
3147,tongling,12,cn,2018-04-02 23:13:39,81,30.93,117.81,74.92,8.66
3148,thomaston,1,us,2018-04-02 22:35:00,55,32.89,-84.33,68.0,4.97
3149,mae ramat,75,th,2018-04-02 22:00:00,73,16.98,98.52,75.2,5.82
3150,haldia,0,in,2018-04-02 23:13:32,72,22.03,88.06,82.84,4.41
3151,san luis,75,co,2018-04-02 22:00:00,100,4.13,-75.1,69.8,4.7
3152,don sak,20,th,2018-04-02 22:30:00,74,9.32,99.69,86.0,11.41
3153,pozoblanco,88,es,2018-04-02 23:13:33,97,38.38,-4.85,51.79,7.54
3154,wainwright,0,ca,2018-04-02 23:10:19,59,52.84,-110.86,-3.56,3.18
3155,sabancuy,48,mx,2018-04-02 23:13:34,87,18.97,-91.18,83.2,11.01
3156,salta,0,ar,2018-04-02 22:00:00,88,-24.79,-65.41,64.4,1.83
3157,langsa,12,id,2018-04-02 23:13:34,82,4.47,97.97,80.23,2.39
3158,kandrian,44,pg,2018-04-02 23:13:34,77,-6.21,149.55,84.28,8.43
3159,grand bank,8,ca,2018-04-02 23:13:43,100,47.1,-55.77,29.02,18.05
3160,gorom-gorom,24,bf,2018-04-02 23:13:43,43,14.45,-0.24,76.09,4.97
3161,salvador,40,br,2018-04-02 23:00:00,74,-12.98,-38.48,80.6,8.05
3162,alekseyevsk,68,ru,2018-04-02 23:13:35,62,57.84,108.35,23.62,6.42
3163,ulundi,8,za,2018-04-02 23:13:44,93,-28.29,31.43,59.44,2.39
3164,neftcala,64,az,2018-04-02 23:13:36,96,39.37,49.25,47.38,3.62
3165,bograd,64,ru,2018-04-02 22:30:00,67,54.22,90.86,23.0,4.47
3166,mala,32,pe,2018-04-02 23:13:36,96,-12.66,-76.63,64.84,5.97
3167,idil,20,tr,2018-04-02 23:13:36,56,37.34,41.89,52.06,2.95
3168,vagamo,0,no,2018-04-02 23:13:37,53,61.88,9.1,-7.25,1.95
3169,karla,75,ee,2018-04-02 22:50:00,92,59.37,24.93,28.4,12.75
3170,barnbach,20,at,2018-04-02 23:00:00,75,47.03,15.85,53.6,3.36
3171,gainesville,1,us,2018-04-02 22:35:00,77,29.65,-82.33,69.8,3.29
3172,nandu,0,cn,2018-04-02 22:00:00,61,31.44,119.33,78.8,2.24
3173,pouso alegre,24,br,2018-04-02 23:13:47,96,-22.23,-45.93,62.68,2.95
3174,maloy,0,no,2018-04-02 22:50:00,68,61.94,5.11,30.2,8.05
3175,tarnow,0,pl,2018-04-02 23:13:39,79,50.01,20.99,33.16,8.66
3176,kaabong,24,ug,2018-04-02 23:13:40,91,3.51,34.14,57.19,2.39
3177,yuncheng,0,cn,2018-04-02 23:13:48,44,35.03,111.0,78.07,1.95
3178,catuday,48,ph,2018-04-02 23:13:40,88,16.29,119.81,82.57,5.64
3179,mulege,0,mx,2018-04-02 23:13:49,54,26.88,-111.98,65.11,1.39
3180,kreuztal,90,de,2018-04-02 22:50:00,87,50.96,7.99,48.2,6.93
3181,lawrenceburg,1,us,2018-04-02 22:53:00,77,35.24,-87.33,62.6,5.82
