,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
3182,novosheshminsk,20,ru,2018-04-02 23:13:50,92,55.06,51.22,29.47,14.7
3183,abramovka,92,ru,2018-04-02 23:13:42,90,51.19,41.01,35.77,13.02
3184,mizan teferi,20,et,2018-04-02 23:13:51,92,6.99,35.58,58.72,3.4
3185,peterhead,90,gb,2018-04-02 22:50:00,93,57.51,-1.8,35.6,12.75
3186,qaracala,64,az,2018-04-02 23:13:43,96,39.81,48.95,47.38,3.62
3187,buchmany,0,ua,2018-04-02 23:13:43,92,51.07,28.04,34.06,10.67
3188,chiusi,44,it,2018-04-02 23:13:52,96,43.02,11.95,41.26,5.19
3189,el guamo,0,co,2018-04-02 23:13:53,94,10.03,-74.98,75.37,10.0
3190,hwange,0,zw,2018-04-02 23:13:44,89,-18.35,26.5,61.06,7.2
3191,loviisa,90,fi,2018-04-02 22:50:00,92,60.46,26.23,28.4,9.17
3192,barela,0,in,2018-04-02 23:13:54,34,23.1,80.05,81.76,4.18
3193,seguela,32,ci,2018-04-02 23:13:46,92,7.96,-6.67,72.67,6.31
3194,kimberley,92,za,2018-04-02 22:00:00,87,-28.74,24.76,60.8,4.7
3195,guilin,0,cn,2018-04-02 22:00:00,61,25.28,110.29,78.8,15.66
3196,gilgit,92,pk,2018-04-02 23:13:47,97,35.92,74.31,31.9,0.38
3197,sao jose dos campos,0,br,2018-04-02 23:00:00,94,-23.18,-45.89,73.4,2.24
3198,la malbaie,0,ca,2018-04-02 23:13:47,98,47.66,-70.15,23.44,6.87
3199,kashi,90,cn,2018-04-02 22:00:00,26,39.45,75.98,59.0,6.71
3200,itapeva,36,br,2018-04-02 23:13:56,90,-23.98,-48.88,61.42,2.62
3201,rio brilhante,68,br,2018-04-02 23:13:48,97,-21.8,-54.54,68.44,0.38
3202,guatire,40,ve,2018-04-02 22:00:00,78,10.47,-66.54,77.0,3.36
3203,tashtagol,80,ru,2018-04-02 23:13:57,69,52.76,87.85,25.78,6.2
3204,saint-raphael,0,fr,2018-04-02 23:00:00,71,43.42,6.77,57.2,2.24
3205,bo phloi,0,th,2018-04-02 23:13:58,81,14.32,99.52,85.27,4.18
3206,jawa,12,jo,2018-04-02 23:00:00,26,31.85,35.94,59.0,4.7
3207,athy,75,ie,2018-04-02 22:30:00,100,52.99,-6.98,42.8,4.7
3208,rochelle,90,us,2018-04-02 22:35:00,74,41.92,-89.07,42.8,10.29
3209,laramie,90,us,2018-04-02 22:56:00,86,41.31,-105.59,50.0,20.8
3210,carberry,5,ca,2018-04-02 23:00:00,65,49.87,-99.36,3.2,6.76
3211,buribay,0,ru,2018-04-02 23:13:50,70,51.96,58.16,18.04,5.75
3212,dembi dolo,64,et,2018-04-02 23:13:59,94,8.53,34.8,60.79,2.62
3213,chaihe,24,cn,2018-04-02 23:14:00,40,44.77,129.68,36.76,9.55
3214,surab,0,pk,2018-04-02 23:13:51,41,28.49,66.26,62.32,3.4
3215,biaora,0,in,2018-04-02 23:13:52,21,23.92,76.91,85.09,2.95
3216,sawtell,64,au,2018-04-02 23:00:00,78,-30.38,153.1,78.8,8.05
3217,westlock,1,ca,2018-04-02 23:00:00,40,54.15,-113.85,17.6,4.7
3218,ystad,90,se,2018-04-02 22:50:00,86,55.43,13.82,33.8,10.29
3219,tambo,8,pe,2018-04-02 23:14:02,86,-12.95,-74.02,50.26,1.39
3220,samos,0,gr,2018-04-02 22:50:00,76,37.76,26.98,55.4,8.05
3221,tsabong,80,bw,2018-04-02 23:13:54,90,-26.02,22.4,63.31,9.89
3222,sivas,0,tr,2018-04-02 22:50:00,92,39.75,37.01,30.2,2.73
3223,hikari,20,jp,2018-04-02 22:27:00,56,33.97,131.95,71.6,11.41
3224,borovskoy,0,kz,2018-04-02 23:13:55,63,53.8,64.15,14.17,3.62
3225,numan,8,ng,2018-04-02 23:13:55,66,9.46,12.04,73.12,2.51
3226,osorheiu,0,ro,2018-04-02 23:00:00,89,47.03,22.05,41.0,4.7
3227,tulle,0,fr,2018-04-02 23:00:00,66,45.27,1.77,51.8,9.17
3228,kafanchan,8,ng,2018-04-02 23:13:55,85,9.58,8.3,67.72,4.41
3229,daltenganj,0,in,2018-04-02 23:13:55,45,24.03,84.07,80.68,4.41
3230,myanaung,0,mm,2018-04-02 23:14:04,74,18.28,95.32,85.09,5.3
3231,zavallya,0,ua,2018-04-02 23:14:05,83,48.21,30.02,33.97,8.66
3232,kemin,64,kg,2018-04-02 23:13:56,88,42.79,75.7,31.99,1.72
3233,saint-malo,75,fr,2018-04-02 23:00:00,93,48.65,-2.02,50.0,13.87
3234,armidale,0,au,2018-04-02 23:14:06,69,-30.51,151.67,72.49,7.76
3235,uige,48,ao,2018-04-02 23:13:57,95,-7.61,15.06,65.11,2.73
3236,polovinnoye,20,ru,2018-04-02 23:13:58,68,54.79,65.99,16.06,2.95
3237,calmar,20,ca,2018-04-02 23:00:00,65,53.27,-113.81,17.6,2.24
3238,kingisepp,92,ru,2018-04-02 23:14:07,92,59.38,28.61,30.37,11.01
3239,sierra vista,1,us,2018-04-02 21:58:00,12,31.55,-110.3,69.8,11.41
3240,alabat,92,ph,2018-04-02 23:14:07,100,14.11,122.01,76.0,2.84
3241,tyup,76,kg,2018-04-02 23:13:59,94,42.73,78.36,32.8,2.73
3242,quang ngai,0,vn,2018-04-02 23:13:59,62,15.12,108.8,79.87,3.29
3243,curvelo,48,br,2018-04-02 23:13:59,68,-18.76,-44.43,73.66,3.51
3244,ndago,36,tz,2018-04-02 23:14:00,86,-4.6,34.35,63.76,8.43
3245,lincoln,0,nz,2018-04-02 23:00:00,63,-43.64,172.49,64.4,17.22
3246,vagay,12,ru,2018-04-02 23:14:00,79,57.94,69.02,19.12,4.41
3247,djibo,92,bf,2018-04-02 23:14:00,43,14.1,-1.63,82.12,4.63
3248,leshukonskoye,92,ru,2018-04-02 23:14:01,91,64.9,45.76,34.51,10.78
3249,mahdalynivka,90,ua,2018-04-02 22:30:00,98,48.92,34.92,37.4,11.18
3250,nagato,20,jp,2018-04-02 22:27:00,56,34.35,131.14,71.6,11.41
3251,paris,90,us,2018-04-02 22:35:00,100,36.3,-88.33,50.0,6.93
3252,pierre,90,us,2018-04-02 22:53:00,100,44.37,-100.35,24.8,12.75
3253,montego bay,20,jm,2018-04-02 22:00:00,69,18.47,-77.92,78.8,1.12
3254,mogok,56,mm,2018-04-02 23:14:02,71,22.92,96.51,75.55,1.39
3255,sikandarpur,0,in,2018-04-02 23:14:11,55,26.04,84.05,78.79,6.42
3256,aqtobe,0,kz,2018-04-02 22:30:00,79,50.28,57.21,28.4,8.95
3257,poso,48,id,2018-04-02 23:14:03,100,-1.4,120.75,81.94,3.4
3258,araxa,88,br,2018-04-02 23:10:32,98,-19.59,-46.94,63.67,2.62
3259,kui buri,75,th,2018-04-02 22:00:00,78,12.07,99.86,82.4,1.12
3260,lyuban,8,by,2018-04-02 23:14:04,89,52.8,28.0,30.64,11.23
3261,caucaia,40,br,2018-04-02 23:00:00,88,-3.73,-38.66,78.8,3.36
3262,marica,75,br,2018-04-02 22:00:00,83,-22.92,-42.82,77.0,5.82
3263,shahrud,0,ir,2018-04-02 23:14:05,86,36.42,54.97,39.46,2.28
3264,munai,12,ph,2018-04-02 23:14:05,73,7.97,124.06,80.86,3.4
3265,dryden,1,ca,2018-04-02 22:00:00,32,49.79,-92.84,6.8,6.93
3266,hauterive,1,ca,2018-04-02 22:00:00,78,49.18,-68.27,21.2,2.24
3267,nova olimpia,12,br,2018-04-02 23:14:06,93,-14.8,-57.29,71.59,2.95
3268,awallan,80,ph,2018-04-02 23:14:14,74,17.92,121.91,78.07,4.41
3269,nizhniy tsasuchey,8,ru,2018-04-02 23:14:06,35,50.52,115.13,26.32,15.7
3270,luoyang,0,cn,2018-04-02 23:14:15,52,34.66,112.42,77.62,6.53
3271,kokkola,75,fi,2018-04-02 22:50:00,79,63.84,23.13,24.8,10.29
3272,norwich,56,gb,2018-04-02 22:56:00,93,52.63,1.29,50.0,10.29
3273,mandurah,0,au,2018-04-02 23:00:00,48,-32.55,115.7,86.0,11.41
3274,marathon,1,us,2018-04-02 22:56:00,59,42.44,-76.03,33.8,5.82
3275,yima,0,cn,2018-04-02 23:14:08,46,34.75,111.87,77.44,4.41
3276,troy,75,us,2018-04-02 22:54:00,59,42.73,-73.69,35.6,8.05
3277,oeiras do para,92,br,2018-04-02 23:14:08,100,-2.0,-49.85,72.49,6.08
3278,ust-kalmanka,88,ru,2018-04-02 23:14:09,94,52.12,83.31,23.62,13.8
3279,camacari,40,br,2018-04-02 23:00:00,74,-12.7,-38.32,80.6,8.05
3280,zambezi,0,zm,2018-04-02 23:14:09,68,-13.55,23.12,69.07,8.77
3281,jadu,0,ly,2018-04-02 23:14:09,55,31.95,12.03,56.56,9.66
3282,lichtenburg,76,za,2018-04-02 23:14:09,100,-26.15,26.16,56.74,3.29
3283,stephenville,75,ca,2018-04-02 23:00:00,68,48.55,-58.59,28.4,8.05
3284,kyzyl-mazhalyk,64,ru,2018-04-02 23:14:10,54,51.15,90.58,15.79,3.18
3285,lerwick,88,gb,2018-04-02 22:50:00,80,60.15,-1.15,37.4,13.87
3286,policoro,0,it,2018-04-02 22:55:00,100,40.21,16.68,50.0,6.93
3287,pionerskiy,56,ru,2018-04-02 23:14:19,71,61.2,62.86,16.87,6.2
3288,farah,0,af,2018-04-02 23:13:31,61,32.37,62.11,57.91,2.73
3289,syracuse,75,us,2018-04-02 22:56:00,59,43.05,-76.15,33.8,3.36
3290,miles city,90,us,2018-04-02 22:53:00,85,46.41,-105.84,21.2,23.04
3291,tyukhtet,76,ru,2018-04-02 23:14:11,86,56.54,89.31,26.32,11.79
3292,tolaga bay,12,nz,2018-04-02 23:14:20,52,-38.37,178.3,72.85,5.19
3293,kalyazin,88,ru,2018-04-02 23:14:12,96,57.24,37.84,34.24,13.91
3294,nicoya,0,cr,2018-04-02 22:00:00,51,10.15,-85.45,82.4,10.29
3295,krasnystaw,0,pl,2018-04-02 23:14:12,85,50.98,23.16,29.38,6.98
3296,jeremoabo,8,br,2018-04-02 23:14:21,67,-10.08,-38.34,77.44,11.23
3297,nevelsk,8,ru,2018-04-02 22:30:00,39,46.67,141.86,44.6,17.9
3298,pucallpa,75,pe,2018-04-02 22:00:00,88,-8.38,-74.54,77.0,2.39
3299,gambela,64,et,2018-04-02 23:10:01,94,8.25,34.59,60.79,2.62
3300,zaton,88,ru,2018-04-02 23:14:23,89,65.68,44.28,34.33,10.33
3301,moyobamba,76,pe,2018-04-02 23:14:14,97,-6.03,-76.97,67.18,2.06
3302,melville,20,ca,2018-04-02 22:00:00,71,50.93,-102.81,8.6,5.82
3303,kodar,0,in,2018-04-02 23:12:33,55,16.98,79.97,83.38,4.52
3304,kumphawapi,88,th,2018-04-02 22:00:00,51,17.11,103.01,84.2,4.74
3305,jutai,88,br,2018-04-02 23:14:23,100,-1.71,-47.89,73.12,1.95
3306,libenge,20,cd,2018-04-02 23:14:15,98,3.65,18.64,74.29,3.62
3307,liliani,64,pk,2018-04-02 23:14:15,93,32.21,72.95,68.17,5.97
3308,saint george,90,us,2018-04-02 22:51:00,100,38.54,-90.31,41.0,8.05
3309,bastrop,1,us,2018-04-02 22:35:00,77,32.78,-91.91,71.6,8.21
3310,kulu,0,tr,2018-04-02 23:14:16,86,39.09,33.08,28.39,5.41
3311,jurado,56,co,2018-04-02 23:14:16,92,7.11,-77.76,79.96,8.32
3312,ust-uda,0,ru,2018-04-02 23:14:16,66,54.17,103.03,23.35,4.41
3313,lokoja,24,ng,2018-04-02 23:14:16,89,7.8,6.74,75.91,9.89
3314,el banco,88,co,2018-04-02 23:14:17,100,9.0,-73.97,72.31,1.72
3315,datong,92,cn,2018-04-02 23:14:17,91,40.09,113.3,34.42,6.42
3316,sukabumi,32,id,2018-04-02 23:14:17,81,-6.92,106.93,83.11,3.74
3317,puntarenas,20,cr,2018-04-02 22:00:00,64,9.98,-84.84,71.6,11.41
3318,jaisalmer,80,in,2018-04-02 23:14:27,53,26.91,70.91,78.43,4.52
3319,kochi,20,in,2018-04-02 23:00:00,74,9.96,76.25,82.4,5.82
3320,uray,44,ru,2018-04-02 23:14:18,78,60.13,64.8,16.69,4.07
3321,taveta,75,ke,2018-04-02 22:00:00,94,-3.4,37.67,69.8,11.41
3322,randazzo,0,it,2018-04-02 22:55:00,93,37.88,14.95,55.4,4.7
3323,urbana,90,us,2018-04-02 22:35:00,100,40.11,-88.21,42.8,5.82
3324,angoram,48,pg,2018-04-02 23:14:19,71,-4.06,144.07,87.61,2.95
3325,jitauna,0,br,2018-04-02 23:14:28,94,-14.02,-39.89,66.01,2.62
3326,ladario,48,br,2018-04-02 23:14:29,100,-19.0,-57.6,70.42,1.39
3327,santiago,68,ph,2018-04-02 23:14:20,100,16.69,121.54,76.09,4.18
3328,kinsale,90,ie,2018-04-02 22:30:00,100,51.71,-8.52,46.4,11.41
3329,kualakapuas,44,id,2018-04-02 23:14:21,74,-3.01,114.39,86.26,2.73
3330,staroaleyskoye,88,ru,2018-04-02 23:14:21,91,51.01,82.0,21.64,5.19
3331,rongcheng,92,cn,2018-04-02 23:14:21,83,37.16,122.42,48.55,21.41
3332,radishchevo,24,ru,2018-04-02 23:14:30,88,52.85,47.87,32.62,12.91
3333,farafangana,88,mg,2018-04-02 23:14:25,100,-22.82,47.83,76.09,4.74
3334,myitkyina,12,mm,2018-04-02 23:14:25,72,25.38,97.4,74.74,2.73
3335,dargaville,8,nz,2018-04-02 23:14:25,57,-35.94,173.86,73.57,7.2
3336,shenzhen,20,cn,2018-04-02 23:00:00,61,22.54,114.05,80.6,9.17
3337,yelandur,24,in,2018-04-02 23:14:26,95,12.07,77.03,70.69,1.95
3338,murdochville,0,ca,2018-04-02 23:14:34,70,48.96,-65.49,13.18,2.95
3339,barnstaple,75,gb,2018-04-02 22:50:00,100,51.08,-4.06,48.2,5.82
3340,takapau,36,nz,2018-04-02 23:14:26,49,-40.02,176.35,72.76,14.81
3341,yuyao,0,cn,2018-04-02 22:00:00,69,30.04,121.15,75.2,15.66
3342,molchanovo,76,ru,2018-04-02 23:14:27,94,57.58,83.76,21.82,8.43
3343,onguday,80,ru,2018-04-02 23:14:27,69,50.75,86.14,20.92,2.17
3344,verkhovazhye,92,ru,2018-04-02 23:14:27,95,60.75,42.05,35.41,21.85
3345,kamen-rybolov,20,ru,2018-04-02 23:14:27,58,44.75,132.04,40.18,15.37
3346,lucapa,92,ao,2018-04-02 23:14:28,100,-8.42,20.74,66.19,2.62
3347,cochrane,1,ca,2018-04-02 23:00:00,78,51.19,-114.47,14.0,8.05
3348,maralal,36,ke,2018-04-02 23:14:28,89,1.1,36.7,54.49,2.39
3349,angermunde,92,de,2018-04-02 22:50:00,81,53.02,14.0,42.8,6.93
3350,santa vitoria do palmar,76,br,2018-04-02 23:13:26,98,-33.52,-53.37,66.82,4.18
3351,hagere hiywet,76,et,2018-04-02 23:14:38,95,8.98,37.85,50.62,1.5
3352,laranja da terra,36,br,2018-04-02 23:14:30,87,-19.9,-41.06,69.34,5.75
3353,uruzgan,0,af,2018-04-02 23:14:30,56,32.93,66.63,46.66,2.28
3354,koulamoutou,64,ga,2018-04-02 23:14:38,99,-1.13,12.47,70.24,2.17
3355,skotterud,20,no,2018-04-02 23:14:39,73,59.98,12.12,13.63,2.06
3356,cocobeach,20,ga,2018-04-02 22:30:00,94,1.01,9.58,77.0,5.82
3357,narrabri,0,au,2018-04-02 23:14:31,41,-30.33,149.78,85.81,9.1
3358,cabot,1,us,2018-04-02 22:56:00,93,34.97,-92.02,64.4,3.36
3359,mpanda,76,tz,2018-04-02 23:14:40,100,-6.34,31.07,63.04,1.83
3360,wewak,48,pg,2018-04-02 23:14:41,74,-3.55,143.63,86.62,2.95
3361,akureyri,90,is,2018-04-02 22:00:00,68,65.68,-18.09,24.8,10.29
3362,santa comba,75,es,2018-04-02 23:00:00,87,43.03,-8.81,51.8,16.11
3363,doka,0,sd,2018-04-02 23:14:41,49,13.52,35.76,67.63,4.41
3364,gretna,92,gb,2018-04-02 21:50:00,100,55.0,-3.06,33.8,9.17
3365,alta,68,no,2018-04-02 22:50:00,84,69.97,23.27,6.8,1.12
3366,marau,88,br,2018-04-02 23:14:34,94,-28.45,-52.2,60.07,3.18
3367,medford,1,us,2018-04-02 22:56:00,34,42.33,-122.87,51.8,3.36
3368,aztec,1,us,2018-04-02 22:53:00,11,36.82,-107.99,64.4,17.22
3369,jupiter,20,us,2018-04-02 21:53:00,78,26.93,-80.09,75.2,10.29
3370,kommunar,90,ru,2018-04-02 22:30:00,96,59.62,30.39,32.0,8.95
3371,leland,92,no,2018-04-02 22:50:00,86,58.19,7.29,30.2,12.75
3372,pella,90,us,2018-04-02 22:55:00,92,41.41,-92.92,32.0,6.93
3373,jizan,20,sa,2018-04-02 22:00:00,66,16.89,42.56,84.2,5.82
3374,aiquile,68,bo,2018-04-02 23:14:44,100,-18.2,-65.18,52.42,2.06
3375,cave spring,90,us,2018-04-02 22:55:00,87,37.23,-80.01,51.8,8.05
3376,zahnitkiv,0,ua,2018-04-02 23:14:36,84,48.04,28.9,34.51,5.86
3377,jinotega,64,ni,2018-04-02 23:14:36,92,13.09,-86.0,65.92,1.72
3378,tonantins,76,br,2018-04-02 23:14:45,85,-2.86,-67.77,78.43,4.74
3379,tucano,0,br,2018-04-02 23:14:07,63,-10.96,-38.79,77.44,10.22
3380,marsaxlokk,20,mt,2018-04-02 22:45:00,93,35.84,14.54,50.0,8.05
3381,qinhuangdao,100,cn,2018-04-02 23:14:46,61,39.94,119.59,37.57,16.82
3382,raduzhnyy,56,ru,2018-04-02 23:14:37,82,62.1,77.47,-1.49,11.23
3383,saint andrews,56,ca,2018-04-02 23:14:46,77,45.08,-67.06,32.35,5.41
3384,shangzhi,32,cn,2018-04-02 23:14:47,37,45.21,127.96,39.82,9.33
3385,caraballeda,40,ve,2018-04-02 22:00:00,78,10.61,-66.85,77.0,3.36
3386,valdivia,0,cl,2018-04-02 22:00:00,100,-39.81,-73.25,50.0,3.36
3387,luwingu,80,zm,2018-04-02 23:14:39,94,-10.26,29.92,63.94,5.64
3388,kolondieba,36,ml,2018-04-02 23:14:39,66,11.09,-6.89,71.41,2.73
3389,bokajan,0,in,2018-04-02 23:14:48,68,26.02,93.78,80.23,3.06
3390,gboko,24,ng,2018-04-02 23:14:40,89,7.32,9.0,75.64,11.45
3391,bouloupari,20,nc,2018-04-02 23:00:00,62,-21.87,166.05,84.2,19.46
3392,krosno odrzanskie,76,pl,2018-04-02 23:00:00,80,52.05,15.1,39.2,3.36
3393,visby,0,se,2018-04-02 22:50:00,92,57.64,18.3,23.0,3.36
3394,gonda,0,in,2018-04-02 23:12:39,55,27.13,81.96,79.33,10.22
3395,dzialdowo,20,pl,2018-04-02 23:14:41,85,53.24,20.17,26.59,4.74
3396,irece,80,br,2018-04-02 23:14:50,63,-11.3,-41.86,75.19,5.97
3397,landau,75,de,2018-04-02 22:20:00,81,51.34,9.08,50.0,14.99
3398,dong hoi,36,vn,2018-04-02 23:14:51,92,17.48,106.6,75.82,9.44
3399,kurmanayevka,12,ru,2018-04-02 23:14:51,88,52.51,52.07,29.65,12.57
3400,dalvik,90,is,2018-04-02 22:00:00,68,65.97,-18.53,24.8,10.29
3401,ratnagiri,0,in,2018-04-02 23:14:43,100,16.98,73.3,80.32,11.12
3402,moroto,32,ug,2018-04-02 23:14:44,97,2.53,34.66,61.06,2.95
3403,kudahuvadhoo,48,mv,2018-04-02 23:14:44,100,2.67,72.89,83.92,2.84
3404,guacimo,20,cr,2018-04-02 22:00:00,64,10.21,-83.68,71.6,11.41
3405,jacala,44,mx,2018-04-02 23:14:44,66,21.0,-99.19,68.98,1.72
3406,pismo beach,90,us,2018-04-02 22:23:00,87,35.14,-120.64,68.0,11.41
3407,riviere-au-renard,5,ca,2018-04-02 22:00:00,31,49.0,-64.4,19.4,5.82
3408,freeport,20,bs,2018-04-02 23:14:45,98,26.54,-78.7,73.93,13.91
3409,laurel,1,us,2018-04-02 22:55:00,73,31.69,-89.13,71.6,5.82
3410,vadso,20,no,2018-04-02 22:50:00,92,70.07,29.75,32.0,20.8
3411,azare,0,ng,2018-04-02 23:14:45,50,11.67,10.19,67.81,3.4
3412,ulety,0,ru,2018-04-02 23:14:46,45,51.36,112.48,21.55,7.43
3413,christiana,44,za,2018-04-02 23:14:46,90,-27.91,25.16,57.91,6.76
3414,madaoua,0,ne,2018-04-02 23:14:55,31,14.07,5.96,71.5,7.99
3415,tahe,68,cn,2018-04-02 23:14:46,32,52.34,124.71,23.62,10.89
3416,tarbagatay,12,ru,2018-04-02 22:30:00,45,51.48,107.36,23.0,4.47
3417,gromiljak,0,ba,2018-04-02 23:00:00,94,43.97,18.05,32.0,1.12
3418,mkushi,68,zm,2018-04-02 23:14:47,98,-13.61,29.4,63.13,7.76
3419,uglovskoye,48,ru,2018-04-02 23:14:47,90,51.36,80.19,25.69,8.43
3420,jaicos,0,br,2018-04-02 23:14:48,93,-7.36,-41.14,71.95,2.62
3421,kaiu,75,ee,2018-04-02 22:50:00,92,59.01,25.06,28.4,12.75
3422,saint-junien,56,fr,2018-04-02 23:00:00,76,45.89,0.9,51.8,12.75
3423,cataingan,32,ph,2018-04-02 23:14:49,97,12.0,123.99,82.3,9.22
3424,vung tau,20,vn,2018-04-02 22:30:00,66,10.35,107.08,86.0,5.82
3425,rumoi,75,jp,2018-04-02 22:00:00,87,43.93,141.67,42.8,5.82
3426,sicamous,90,ca,2018-04-02 23:00:00,74,50.84,-118.99,35.6,1.61
3427,nahrin,76,af,2018-04-02 23:14:50,86,36.06,69.13,50.08,1.95
3428,georgetown,75,gy,2018-04-02 22:00:00,94,6.8,-58.16,75.2,4.7
3429,sumenep,8,id,2018-04-02 23:14:50,98,-7.02,113.87,85.63,5.3
3430,casa nova,0,br,2018-04-02 23:14:50,82,-11.77,-39.23,72.49,6.76
3431,san carlos del zulia,68,ve,2018-04-02 23:14:51,96,9.0,-71.91,76.45,1.16
3432,nanyang,20,cn,2018-04-02 23:14:51,75,33.0,112.53,78.16,8.21
3433,ilheus,20,br,2018-04-02 22:00:00,74,-14.79,-39.05,80.6,5.82
3434,stephenville,40,us,2018-04-02 22:55:00,87,32.22,-98.2,62.6,6.93
3435,west lake stevens,90,us,2018-04-02 22:56:00,65,48.0,-122.1,48.2,11.41
3436,sajoszoged,0,hu,2018-04-02 23:14:52,92,47.95,21.0,36.67,6.98
3437,castrillon,90,es,2018-04-02 23:00:00,93,43.4,-6.79,50.0,19.46
3438,rach gia,36,vn,2018-04-02 23:15:01,94,10.02,105.08,81.22,9.1
3439,bogandinskiy,0,ru,2018-04-02 22:30:00,85,56.89,65.89,19.4,11.18
3440,palatka,40,ru,2018-04-02 22:30:00,68,60.1,150.94,30.2,13.42
3441,velyka bahachka,64,ua,2018-04-02 23:14:53,93,49.79,33.72,33.25,10.45
3442,bhairab bazar,75,bd,2018-04-02 23:00:00,83,24.06,90.98,82.4,3.96
3443,longonjo,100,ao,2018-04-02 23:15:03,100,-12.91,15.25,60.88,3.18
3444,young,0,au,2018-04-02 23:14:54,57,-34.31,148.3,78.97,4.18
3445,garden city,1,us,2018-04-02 22:55:00,46,31.86,-101.48,75.2,14.99
3446,dabat,64,et,2018-04-02 23:15:04,60,12.98,37.77,58.9,1.95
3447,zharkent,0,kz,2018-04-02 23:15:04,62,44.17,80.0,32.44,2.95
3448,chinsali,64,zm,2018-04-02 23:14:56,92,-10.55,32.07,62.32,6.98
3449,loikaw,0,mm,2018-04-02 23:15:05,79,19.67,97.21,75.91,0.38
3450,jingdezhen,88,cn,2018-04-02 23:15:05,100,29.29,117.2,68.26,5.19
3451,bad salzdetfurth,75,de,2018-04-02 22:50:00,71,52.06,10.01,50.0,12.75
3452,cabra,8,ph,2018-04-02 23:14:57,100,13.89,120.05,80.77,11.79
3453,anito,80,ph,2018-04-02 23:14:57,99,12.45,125.29,81.94,12.12
3454,yenotayevka,68,ru,2018-04-02 23:15:06,76,47.24,47.04,42.79,14.47
3455,chadiza,0,zm,2018-04-02 23:15:07,94,-14.06,32.43,61.96,4.41
3456,uruacu,36,br,2018-04-02 23:12:07,96,-14.52,-49.14,67.72,2.84
3457,karwar,0,in,2018-04-02 23:14:59,77,14.8,74.13,76.99,2.39
3458,koroni,0,gr,2018-04-02 22:50:00,81,36.8,21.96,44.6,8.1
3459,qazvin,0,ir,2018-04-02 22:00:00,56,36.28,50.01,44.6,2.24
3460,ibiapina,32,br,2018-04-02 23:14:59,93,-3.92,-40.89,69.34,2.28
3461,borujerd,0,ir,2018-04-02 21:51:00,42,33.89,48.76,44.6,6.93
3462,pangoa,20,pe,2018-04-02 23:14:38,96,-12.12,-73.0,62.95,1.5
3463,verona,90,us,2018-04-02 22:56:00,44,42.99,-89.53,39.2,11.41
3464,show low,1,us,2018-04-02 22:35:00,11,34.25,-110.03,62.6,10.29
3465,uniontown,90,us,2018-04-02 23:04:00,86,39.9,-79.72,37.4,5.41
3466,siddipet,0,in,2018-04-02 23:15:09,48,18.1,78.85,81.94,7.2
3467,phuket,40,th,2018-04-02 22:30:00,70,7.89,98.4,86.0,11.41
3468,kaseda,20,jp,2018-04-02 22:38:00,52,31.42,130.32,69.8,6.93
3469,coroata,24,br,2018-04-02 23:15:10,99,-6.39,-44.31,71.77,2.17
3470,pula,75,hr,2018-04-02 23:00:00,100,44.87,13.85,51.8,3.36
3471,quiruvilca,92,pe,2018-04-02 23:15:02,97,-7.37,-78.8,51.52,0.6
3472,medina del campo,8,es,2018-04-02 23:15:11,79,41.31,-4.92,47.74,15.82
3473,chunian,80,pk,2018-04-02 23:15:03,81,30.96,73.98,70.69,11.23
3474,okakarara,20,na,2018-04-02 23:15:03,54,-20.59,17.46,56.65,8.43
3475,le pradet,0,fr,2018-04-02 23:00:00,62,46.44,1.83,53.6,10.29
3476,alghero,0,it,2018-04-02 22:50:00,76,40.56,8.32,53.6,6.93
3477,devavanya,0,hu,2018-04-02 22:45:00,80,47.03,20.97,42.8,6.93
3478,nguruka,92,tz,2018-04-02 23:15:05,100,-5.11,31.04,63.58,2.95
3479,uaua,92,br,2018-04-02 23:15:05,41,-9.84,-39.48,85.36,6.42
3480,nanchang,44,cn,2018-04-02 23:15:05,90,28.68,115.89,74.56,6.76
3481,marsabit,92,ke,2018-04-02 23:15:06,99,2.34,37.99,68.08,3.96
3482,dannenberg,75,de,2018-04-02 22:20:00,87,53.1,11.1,44.6,6.93
3483,morris,5,ca,2018-04-02 23:00:00,65,49.35,-97.37,8.6,6.93
3484,cotui,20,do,2018-04-02 22:00:00,83,19.05,-70.15,73.4,6.93
3485,huaiyuan,12,cn,2018-04-02 23:15:06,88,32.97,117.2,76.81,3.96
3486,lahijan,90,ir,2018-04-02 22:30:00,100,37.21,50.0,48.2,1.95
3487,zverinogolovskoye,0,ru,2018-04-02 23:15:15,67,54.46,64.85,14.71,3.96
3488,elk grove village,90,us,2018-04-02 22:53:00,59,42.01,-87.94,42.8,10.29
3489,petlawad,0,in,2018-04-02 23:15:16,26,22.96,74.82,81.85,6.42
3490,rangapara,0,in,2018-04-02 23:15:08,43,26.82,92.69,75.46,0.6
3491,cerveteri,0,it,2018-04-02 22:55:00,87,42.0,12.1,50.0,6.93
3492,kitale,88,ke,2018-04-02 23:15:18,88,1.02,35.0,53.41,0.6
3493,albacete,0,es,2018-04-02 23:00:00,71,39.0,-1.86,51.8,3.36
3494,varberg,88,se,2018-04-02 22:50:00,97,57.11,12.25,32.0,6.93
3495,galashki,92,ru,2018-04-02 23:15:19,98,43.1,44.99,44.41,4.41
